// Disassembly at 0x4400 - 0x65af. (incomplete, see notes for complete disassembly)

rCode = 0x4400
rParam = 0x97f0

-ADDR-	DEC-INSTRC	HEX-INSTRC	DISASSEMBLY
0x5bcc	      6100	    0x17d4	.
0x5bd0	        32	      0x20	.
0x5bd4	     33289	    0x8209	.
0x5bd8	        28	      0x1c	.
0x5bdc	     39433	    0x9a09	.
0x5be0	         0	       0x0	.
0x5be4	        32	      0x20	.
0x5be8	     33289	    0x8209	.
0x5bec	        24	      0x18	.
0x5bf0	    266761	   0x41209	.
0x5bf4	    295441	   0x48211	.
0x5bf8	2147483648	0x80000000	.
0x5bfc	    295434	   0x4820a	.
0x5c00	         0	       0x0	.
0x5c04	    295435	   0x4820b	.
0x5c08	      6572	    0x19ac	.
0x5c0c	   1081865	  0x108209	.
0x5c10	      7408	    0x1cf0	.
0x5c14	   1081869	  0x10820d	.
0x5c18	     17408	    0x4400	.
0x5c1c	 268698121	0x10040209	.
0x5c20	    295441	   0x48211	.
0x5c24	        15	       0xf	.
0x5c28	    819721	   0xc8209	.
0x5c2c	        16	      0x10	.
0x5c30	  67895822	 0x40c020e	.
0x5c34	    819729	   0xc8211	.
0x5c38	        15	       0xf	.
0x5c3c	 202375693	 0xc10020d	.
0x5c40	 268435977	0x10000209	.
0x5c44	     33293	    0x820d	.
0x5c48	       144	      0x90	.
0x5c4c	 270562313	0x10207409	.
0x5c50	 536902666	0x20007c0a	.
0x5c54	   1606155	  0x18820b	.
0x5c58	      6288	    0x1890	.
0x5c5c	     33294	    0x820e	.
0x5c60	        12	       0xc	.
0x5c64	     64009	    0xfa09	.
0x5c68	1068879309	0x3fb5cdcd	.
0x5c6c	     33293	    0x820d	.
0x5c70	         4	       0x4	.
0x5c74	     64009	    0xfa09	.
0x5c78	3402485190	0xcacdcdc6	.
0x5c7c	     33289	    0x8209	.
0x5c80	        24	      0x18	.
0x5c84	     39433	    0x9a09	.
0x5c88	4294967295	0xffffffff	.
0x5c8c	        32	      0x20	.
0x5c90	   3179017	  0x308209	.
0x5c94	        24	      0x18	.
0x5c98	   3185162	  0x309a0a	.
0x5c9c	4294967295	0xffffffff	.
0x5ca0	   1606155	  0x18820b	.
0x5ca4	      6356	    0x18d4	.
0x5ca8	   3185161	  0x309a09	.
0x5cac	2147483648	0x80000000	.
0x5cb0	     33294	    0x820e	.
0x5cb4	        12	       0xc	.
0x5cb8	     64009	    0xfa09	.
0x5cbc	 559664589	0x215bcdcd	.
0x5cc0	     33293	    0x820d	.
0x5cc4	         4	       0x4	.
0x5cc8	     64009	    0xfa09	.
0x5ccc	3402485085	0xcacdcd5d	.
0x5cd0	        32	      0x20	.
0x5cd4	 268435977	0x10000209	.
0x5cd8	     33293	    0x820d	.
0x5cdc	       135	      0x87	.
0x5ce0	    815113	   0xc7009	.
0x5ce4	3742138385	0xdf0c8011	.
0x5ce8	    819210	   0xc800a	.
0x5cec	   1606155	  0x18820b	.
0x5cf0	      6572	    0x19ac	.
0x5cf4	 553711625	0x2100f809	.
0x5cf8	 268435977	0x10000209	.
0x5cfc	     33293	    0x820d	.
0x5d00	       144	      0x90	.
0x5d04	   2126857	  0x207409	.
0x5d08	         4	       0x4	.
0x5d0c	   1081865	  0x108209	.
0x5d10	        32	      0x20	.
0x5d14	 537926665	0x20101c09	.
0x5d18	     33289	    0x8209	.
0x5d1c	        24	      0x18	.
0x5d20	     39433	    0x9a09	.
0x5d24	2147483648	0x80000000	.
0x5d28	     33289	    0x8209	.
0x5d2c	        28	      0x1c	.
0x5d30	     39433	    0x9a09	.
0x5d34	      6576	    0x19b0	.
0x5d38	     33289	    0x8209	.
0x5d3c	         4	       0x4	.
0x5d40	     39433	    0x9a09	.
0x5d44	       144	      0x90	.
0x5d48	   1081865	  0x108209	.
0x5d4c	      7408	    0x1cf0	.
0x5d50	   1081869	  0x10820d	.
0x5d54	     17408	    0x4400	.
0x5d58	 268698121	0x10040209	.
0x5d5c	    295441	   0x48211	.
0x5d60	        15	       0xf	.
0x5d64	    819721	   0xc8209	.
0x5d68	        16	      0x10	.
0x5d6c	  67895822	 0x40c020e	.
0x5d70	    819729	   0xc8211	.
0x5d74	        15	       0xf	.
0x5d78	 202375693	 0xc10020d	.
0x5d7c	 268435977	0x10000209	.
0x5d80	   2130441	  0x208209	.
0x5d84	 538976288	0x20202020	.
0x5d88	 539230729	0x20240209	.
0x5d8c	 539493129	0x20280309	.
0x5d90	 536902665	0x20007c09	.
0x5d94	     33293	    0x820d	.
0x5d98	        16	      0x10	.
0x5d9c	 536902665	0x20007c09	.
0x5da0	     33293	    0x820d	.
0x5da4	        16	      0x10	.
0x5da8	 536902665	0x20007c09	.
0x5dac	        32	      0x20	.
0x5db0	   1081865	  0x108209	.
0x5db4	      7408	    0x1cf0	.
0x5db8	   1081869	  0x10820d	.
0x5dbc	     17408	    0x4400	.
0x5dc0	 268698121	0x10040209	.
0x5dc4	    295441	   0x48211	.
0x5dc8	        15	       0xf	.
0x5dcc	    819721	   0xc8209	.
0x5dd0	        16	      0x10	.
0x5dd4	  67895822	 0x40c020e	.
0x5dd8	    819729	   0xc8211	.
0x5ddc	        15	       0xf	.
0x5de0	 202375693	 0xc10020d	.
0x5de4	 268435977	0x10000209	.
0x5de8	     33293	    0x820d	.
0x5dec	       144	      0x90	.
0x5df0	   2130441	  0x208209	.
0x5df4	        32	      0x20	.
0x5df8	 540021763	0x20301403	.
0x5dfc	 807410697	0x30201c09	.
0x5e00	     33289	    0x8209	.
0x5e04	        24	      0x18	.
0x5e08	     39437	    0x9a0d	.
0x5e0c	         4	       0x4	.
0x5e10	      4617	    0x1209	.
0x5e14	     33297	    0x8211	.
0x5e18	2147483647	0x7fffffff	.
0x5e1c	     33290	    0x820a	.
0x5e20	      1012	     0x3f4	.
0x5e24	   2392587	  0x24820b	.
0x5e28	      6756	    0x1a64	.
0x5e2c	     33294	    0x820e	.
0x5e30	         4	       0x4	.
0x5e34	 268435981	0x1000020d	.
0x5e38	    295433	   0x48209	.
0x5e3c	         0	       0x0	.
0x5e40	    268809	   0x41a09	.
0x5e44	    301585	   0x49a11	.
0x5e48	4294967280	0xfffffff0	.
0x5e4c	    301581	   0x49a0d	.
0x5e50	        48	      0x30	.
0x5e54	     33293	    0x820d	.
0x5e58	       192	      0xc0	.
0x5e5c	 805338128	0x30007c10	.
0x5e60	        32	      0x20	.
0x5e64	     33289	    0x8209	.
0x5e68	        28	      0x1c	.
0x5e6c	     39433	    0x9a09	.
0x5e70	         0	       0x0	.
0x5e74	     33289	    0x8209	.
0x5e78	        24	      0x18	.
0x5e7c	     39433	    0x9a09	.
0x5e80	2147483648	0x80000000	.
0x5e84	     33289	    0x8209	.
0x5e88	         0	       0x0	.
0x5e8c	 268442121	0x10001a09	.
0x5e90	     39437	    0x9a0d	.
0x5e94	        48	      0x30	.
0x5e98	        32	      0x20	.
0x5e9c	     33289	    0x8209	.
0x5ea0	        24	      0x18	.
0x5ea4	     39434	    0x9a0a	.
0x5ea8	         0	       0x0	.
0x5eac	   1606155	  0x18820b	.
0x5eb0	      6880	    0x1ae0	.
0x5eb4	         4	       0x4	.
0x5eb8	   2130947	  0x208403	.
0x5ebc	 609603697	0x2455d071	.
0x5ec0	3827201277	0xe41e74fd	.
0x5ec4	2017767172	0x7844af04	.
0x5ec8	 305025323	0x122e512b	.
0x5ecc	   1081865	  0x108209	.
0x5ed0	        32	      0x20	.
0x5ed4	 537926665	0x20101c09	.
0x5ed8	     39433	    0x9a09	.
0x5edc	         1	       0x1	.
0x5ee0	   1081865	  0x108209	.
0x5ee4	        32	      0x20	.
0x5ee8	 270537737	0x10201409	.
0x5eec	   1081865	  0x108209	.
0x5ef0	      7408	    0x1cf0	.
0x5ef4	   1081869	  0x10820d	.
0x5ef8	     17408	    0x4400	.
0x5efc	 268698121	0x10040209	.
0x5f00	    295441	   0x48211	.
0x5f04	        15	       0xf	.
0x5f08	    819721	   0xc8209	.
0x5f0c	        16	      0x10	.
0x5f10	  67895822	 0x40c020e	.
0x5f14	    819729	   0xc8211	.
0x5f18	        15	       0xf	.
0x5f1c	 202375693	 0xc10020d	.
0x5f20	    791049	   0xc1209	.
0x5f24	     39437	    0x9a0d	.
0x5f28	         1	       0x1	.
0x5f2c	    819740	   0xc821c	.
0x5f30	        13	       0xd	.
0x5f34	    819722	   0xc820a	.
0x5f38	        12	       0xc	.
0x5f3c	   1606155	  0x18820b	.
0x5f40	      6984	    0x1b48	.
0x5f44	        32	      0x20	.
0x5f48	  67928595	 0x40c8213	.
0x5f4c	 202375693	 0xc10020d	.
0x5f50	    266761	   0x41209	.
0x5f54	    295441	   0x48211	.
0x5f58	         1	       0x1	.
0x5f5c	    295434	   0x4820a	.
0x5f60	         0	       0x0	.
0x5f64	    295435	   0x4820b	.
0x5f68	      7048	    0x1b88	.
0x5f6c	   2130961	  0x208411	.
0x5f70	4278255360	0xff00ff00	.
0x5f74	4278255360	0xff00ff00	.
0x5f78	4278255360	0xff00ff00	.
0x5f7c	4278255360	0xff00ff00	.
0x5f80	     33291	    0x820b	.
0x5f84	      7068	    0x1b9c	.
0x5f88	   2130961	  0x208411	.
0x5f8c	  16711935	  0xff00ff	.
0x5f90	  16711935	  0xff00ff	.
0x5f94	  16711935	  0xff00ff	.
0x5f98	  16711935	  0xff00ff	.
0x5f9c	 537951248	0x20107c10	.
0x5fa0	     39434	    0x9a0a	.
0x5fa4	       120	      0x78	.
0x5fa8	   1868299	  0x1c820b	.
0x5fac	      7120	    0x1bd0	.
0x5fb0	     33289	    0x8209	.
0x5fb4	        28	      0x1c	.
0x5fb8	     39433	    0x9a09	.
0x5fbc	         0	       0x0	.
0x5fc0	  67141646	 0x400800e	.
0x5fc4	     39433	    0x9a09	.
0x5fc8	4294967295	0xffffffff	.
0x5fcc	        32	      0x20	.
0x5fd0	 538969091	0x20200403	.
0x5fd4	   1081865	  0x108209	.
0x5fd8	        32	      0x20	.
0x5fdc	 537926665	0x20101c09	.
0x5fe0	        32	      0x20	.
0x5fe4	     33289	    0x8209	.
0x5fe8	        24	      0x18	.
0x5fec	    266761	   0x41209	.
0x5ff0	    295441	   0x48211	.
0x5ff4	2147483648	0x80000000	.
0x5ff8	    295434	   0x4820a	.
0x5ffc	         0	       0x0	.
0x6000	    295435	   0x4820b	.
0x6004	      7404	    0x1cec	.
0x6008	   1081865	  0x108209	.
0x600c	      7408	    0x1cf0	.
0x6010	   1081869	  0x10820d	.
0x6014	     17408	    0x4400	.
0x6018	 268698121	0x10040209	.
0x601c	    295441	   0x48211	.
0x6020	        15	       0xf	.
0x6024	    819721	   0xc8209	.
0x6028	        16	      0x10	.
0x602c	  67895822	 0x40c020e	.
0x6030	    819729	   0xc8211	.
0x6034	        15	       0xf	.
0x6038	 202375693	 0xc10020d	.
0x603c	   1081869	  0x10820d	.
0x6040	        16	      0x10	.
0x6044	   2130953	  0x208409	.
0x6048	 296629226	0x11ae33ea	.
0x604c	3781926562	0xe16b9ea2	.
0x6050	 370832541	0x161a749d	.
0x6054	4100533819	0xf4692e3b	.
0x6058	 537951241	0x20107c09	.
0x605c	   1113104	  0x10fc10	.
0x6060	 815731403	0x309f12cb	.
0x6064	3494559619	0xd04abf83	.
0x6068	 909792445	0x363a54bd	.
0x606c	3561557531	0xd4490e1b	.
0x6070	   1081869	  0x10820d	.
0x6074	        16	      0x10	.
0x6078	 537951241	0x20107c09	.
0x607c	   1113104	  0x10fc10	.
0x6080	3897955274	0xe85613ca	.
0x6084	3242966668	0xc14bbe8c	.
0x6088	 909792445	0x363a54bd	.
0x608c	3561557531	0xd4490e1b	.
0x6090	   1081869	  0x10820d	.
0x6094	       112	      0x70	.
0x6098	   1113097	  0x10fc09	.
0x609c	2103055042	0x7d5a12c2	.
0x60a0	3455133029	0xcdf12565	.
0x60a4	2567071376	0x99026690	.
0x60a8	2541834704	0x978151d0	.
0x60ac	     33289	    0x8209	.
0x60b0	         0	       0x0	.
0x60b4	   1081870	  0x10820e	.
0x60b8	        96	      0x60	.
0x60bc	 268442121	0x10001a09	.
0x60c0	  67141645	 0x400800d	.
0x60c4	     39433	    0x9a09	.
0x60c8	        87	      0x57	.
0x60cc	     33289	    0x8209	.
0x60d0	        28	      0x1c	.
0x60d4	     39433	    0x9a09	.
0x60d8	      5948	    0x173c	.
0x60dc	         4	       0x4	.
0x60e0	     33289	    0x8209	.
0x60e4	        32	      0x20	.
0x60e8	 536878089	0x20001c09	.
0x60ec	        32	      0x20	.
0x60f0	1463939758	0x5741f2ae	.
0x60f4	3326931380	0xc64cf1b4	.
0x60f8	3056969150	0xb635a5be	.
0x60fc	  96598792	 0x5c1fb08	.
0x6100	1093237284	0x41297a24	.
0x6104	3193090925	0xbe52b36d	.
0x6108	1190316837	0x46f2cb25	.
0x610c	2327456273	0x8aba2a11	.
0x6110	3722913432	0xdde72698	.
0x6114	 656716174	0x2724b18e	.
0x6118	3986763130	0xeda12d7a	.
0x611c	2805873590	0xa73e3bb6	.
0x6120	 655296613	0x270f0865	.
0x6124	4220167014	0xfb8aa366	.
0x6128	 412422730	0x1895124a	.
0x612c	2896959909	0xacac19a5	.
0x6130	1240801077	0x49f51f35	.
0x6134	2289915026	0x887d5492	.
0x6138	3091872572	0xb84a3b3c	.
0x613c	3004862258	0xb31a8f32	.
0x6140	3774637222	0xe0fc64a6	.
0x6144	3029171748	0xb48d7e24	.
0x6148	 113609937	 0x6c58cd1	.
0x614c	 342160229	0x1464f365	.
0x6150	2169358072	0x814dc6f8	.
0x6154	1857196085	0x6eb29035	.
0x6158	3035887015	0xb4f3f5a7	.
0x615c	1991096755	0x76adb9b3	.
0x6160	 999209482	0x3b8eba0a	.
0x6164	  62679574	 0x3bc6a16	.
0x6168	1621157293	0x60a0e5ad	.
0x616c	3415654802	0xcb96c192	.
0x6170	2679544969	0x9fb69c89	.
0x6174	2589032546	0x9a518062	.
0x6178	   3091691	  0x2f2ceb	.
0x617c	2709876190	0xa1856dde	.
0x6180	3078451754	0xb77d722a	.
0x6184	1862372174	0x6f018b4e	.
0x6188	1876609296	0x6fdac910	.
0x618c	2980959652	0xb1add5a4	.
0x6190	 767828645	0x2dc422a5	.
0x6194	3056538818	0xb62f14c2	.
0x6198	4199657431	0xfa51afd7	.
0x619c	2224850305	0x849c8581	.
0x61a0	 648831876	0x26ac6384	.
0x61a4	 762226756	0x2d6ea844	.
0x61a8	4125654416	0xf5e87d90	.
0x61ac	3281065681	0xc39116d1	.
0x61b0	1824431908	0x6cbe9f24	.
0x61b4	2972358790	0xb12a9886	.
0x61b8	1154494572	0x44d0306c	.
0x61bc	1004089482	0x3bd9308a	.
0x61c0	3964982144	0xec54d380	.
0x61c4	2333228622	0x8b123e4e	.
0x61c8	1937675833	0x737e9639	.
0x61cc	2027273804	0x78d5be4c	.
0x61d0	3023948975	0xb43dccaf	.
0x61d4	2061557655	0x7ae0df97	.
0x61d8	 188418291	 0xb3b08f3	.
0x61dc	2533739843	0x9705cd43	.
0x61e0	3007707444	0xb345f934	.
0x61e4	2159632807	0x80b961a7	.
0x61e8	1136306181	0x43baa805	.
0x61ec	 580665584	0x229c40f0	.
0x61f0	2822457629	0xa83b491d	.
0x61f4	4264452840	0xfe2e62e8	.
0x61f8	  58240373	 0x378ad75	.
0x61fc	2376750997	0x8daa5795	.
0x6200	3750055457	0xdf854e21	.
0x6204	2556437494	0x986023f6	.
0x6208	1628000574	0x6109513e	.
0x620c	 579906905	0x2290ad59	.
0x6210	4235429432	0xfc738638	.
0x6214	4127085373	0xf5fe533d	.
0x6218	 913888998	0x3678d6e6	.
0x621c	2932837449	0xaecf8c49	.
0x6220	 423358060	0x193bee6c	.
0x6224	 252269192	 0xf095288	.
0x6228	2865927480	0xaad29538	.
0x622c	3689710646	0xdbec8436	.
0x6230	3989525251	0xedcb5303	.
0x6234	1637073132	0x6193c0ec	.
0x6238	 800275110	0x2fb33aa6	.
0x623c	2048522342	0x7a19f866	.
0x6240	2413859470	0x8fe0928e	.
0x6244	1537648706	0x5ba6a842	.
0x6248	2124341735	0x7e9ee1e7	.
0x624c	 266630385	 0xfe474f1	.
0x6250	4185899390	0xf97fc17e	.
0x6254	 455048676	0x1b1f7de4	.
0x6258	2424671937	0x90858ec1	.
0x625c	3462756120	0xce657718	.
0x6260	 289337448	0x113ef068	.
0x6264	 304095005	0x12201f1d	.
0x6268	 870003032	0x33db3158	.
0x626c	3126552634	0xba5b683a	.
0x6270	 839488576	0x32099440	.
0x6274	3184793007	0xbdd415af	.
0x6278	3216239573	0xbfb3ebd5	.
0x627c	2639881168	0x9d5963d0	.
0x6280	1477709771	0x58140fcb	.
0x6284	4267881742	0xfe62b50e	.
0x6288	2057616676	0x7aa4bd24	.
0x628c	4208343878	0xfad63b46	.
0x6290	1889734753	0x70a31061	.
0x6294	 827265580	0x314f122c	.
0x6298	 527604906	0x1f729caa	.
0x629c	1250623640	0x4a8b0098	.
0x62a0	 779874098	0x2e7bef32	.
0x62a4	4116551120	0xf55d95d0	.
0x62a8	 174617448	 0xa687368	.
0x62ac	3811109075	0xe328e8d3	.
0x62b0	1811690580	0x6bfc3454	.
0x62b4	 316416889	0x12dc2379	.
0x62b8	3860212922	0xe6162cba	.
0x62bc	2730276359	0xa2bcb607	.
0x62c0	1102894332	0x41bcd4fc	.
0x62c4	 559650798	0x215b97ee	.
0x62c8	1369524717	0x51a149ed	.
0x62cc	 450582892	0x1adb596c	.
0x62d0	1824573393	0x6cc0c7d1	.
0x62d4	2875254829	0xab60e82d	.
0x62d8	 992362217	0x3b263ee9	.
0x62dc	3164592277	0xbc9fd895	.
0x62e0	1296457222	0x4d465e06	.
0x62e4	4034595309	0xf07b09ed	.
0x62e8	 128042560	 0x7a1c640	.
0x62ec	 579116589	0x22849e2d	.
0x62f0	3312835567	0xc575dbef	.
0x62f4	3795356162	0xe2388a02	.
0x62f8	1657749439	0x62cf3fbf	.
0x62fc	 978098637	0x3a4c99cd	.
0x6300	1630663885	0x6131f4cd	.
0x6304	3035715313	0xb4f156f1	.
0x6308	1544040467	0x5c083013	.
0x630c	 630482770	0x25946752	.
0x6310	2371306047	0x8d57423f	.
0x6314	1158087676	0x450703fc	.
0x6318	3621929687	0xd7e242d7	.
0x631c	1937961774	0x7382f32e	.
0x6320	3443513511	0xcd3fd8a7	.
0x6324	2112579222	0x7deb6696	.
0x6328	2959655290	0xb068c17a	.
0x632c	3924269802	0xe9e79aea	.
0x6330	3276072179	0xc344e4f3	.
0x6334	3489515428	0xcffdc7a4	.
0x6338	1711381242	0x66019afa	.
0x633c	 297442464	0x11ba9ca0	.
0x6340	2271032040	0x875d32e8	.
0x6344	1666967181	0x635be68d	.
0x6348	2721614932	0xa2388c54	.
0x634c	3491540574	0xd01cae5e	.
0x6350	1301902465	0x4d997481	.
0x6354	 188935495	 0xb42ed47	.
0x6358	 171527446	 0xa394d16	.
0x635c	1485392717	0x58894b4d	.
0x6360	4206122755	0xfab45703	.
0x6364	1613435277	0x602b118d	.
0x6368	 490272048	0x1d38f530	.
0x636c	 631303548	0x25a0ed7c	.
0x6370	4285628210	0xff717f32	.
0x6374	2289052987	0x88702d3b	.
0x6378	 968759551	0x39be18ff	.
0x637c	3919716872	0xe9a22208	.
0x6380	4004474864	0xeeaf6ff0	.
0x6384	1168790043	0x45aa521b	.
0x6388	 339990338	0x1443d742	.
0x638c	3540096090	0xd301945a	.
0x6390	1498078014	0x594adb3e	.
0x6394	2867058481	0xaae3d731	.
0x6398	3436039788	0xcccdce6c	.
0x639c	2015604696	0x7823afd8	.
0x63a0	1253651714	0x4ab93502	.
0x63a4	 680292690	0x288c7152	.
0x63a8	 882954220	0x34a0cfec	.
0x63ac	3956364869	0xebd15645	.
0x63b0	  77502352	 0x49e9790	.
0x63b4	1372778815	0x51d2f13f	.
0x63b8	 374944816	0x16593430	.
0x63bc	3643810855	0xd9302427	.
0x63c0	2041911997	0x79b51abd	.
0x63c4	2070458491	0x7b68b07b	.
0x63c8	1238485275	0x49d1c91b	.
0x63cc	3372360956	0xc90224fc	.
0x63d0	1427420770	0x5514b662	.
0x63d4	3543888402	0xd33b7212	.
0x63d8	2912813487	0xad9e01af	.
0x63dc	3455043861	0xcdefc915	.
0x63e0	 231281468	 0xdc9133c	.
0x63e4	3945315909	0xeb28be45	.
0x63e8	 862585016	0x336a00b8	.
0x63ec	3935976823	0xea9a3d77	.
0x63f0	3151638003	0xbbda2df3	.
0x63f4	 609769078	0x24585676	.
0x63f8	2776387579	0xa57c4ffb	.
0x63fc	 319276646	0x1307c666	.
0x6400	3945177622	0xeb26a216	.
0x6404	 659266984	0x274b9da8	.
0x6408	3190306416	0xbe283670	.
0x640c	2157344998	0x809678e6	.
0x6410	1762397601	0x690c0da1	.
0x6414	1298417490	0x4d644752	.
0x6418	3778002297	0xe12fbd79	.
0x641c	2552069204	0x981d7c54	.
0x6420	 163327691	 0x9bc2ecb	.
0x6424	3435023424	0xccbe4c40	.
0x6428	4119692560	0xf58d8510	.
0x642c	3512525776	0xd15ce3d0	.
0x6430	1197504079	0x4760764f	.
0x6434	3887470592	0xe7b61800	.
0x6438	 546347638	0x20909a76	.
0x643c	1634415293	0x616b32bd	.
0x6440	2616806129	0x9bf94af1	.
0x6444	2872900568	0xab3cfbd8	.
0x6448	1694199789	0x64fb6fed	.
0x644c	   5354042	  0x51b23a	.
0x6450	 943120895	0x3836e1ff	.
0x6454	2918167529	0xadefb3e9	.
0x6458	 103197460	 0x626ab14	.
0x645c	3149448997	0xbbb8c725	.
0x6460	4048513369	0xf14f6959	.
0x6464	4012034013	0xef22c7dd	.
0x6468	3689522896	0xdbe9a6d0	.
0x646c	2868704720	0xaafcf5d0	.
0x6470	   4324678	  0x41fd46	.
0x6474	1350125003	0x507945cb	.
0x6478	 323601324	0x1349c3ac	.
0x647c	1000335329	0x3b9fe7e1	.
0x6480	 982868308	0x3a956154	.
0x6484	4190641745	0xf9c81e51	.
0x6488	3140213306	0xbb2bda3a	.
0x648c	1658072050	0x62d42bf2	.
0x6490	 143663500	 0x890218c	.
0x6494	1141107051	0x4403e96b	.
0x6498	2695732704	0xa0ad9de0	.
0x649c	1304434742	0x4dc01836	.
0x64a0	1835788832	0x6d6bea20	.
0x64a4	1129160006	0x434d9d46	.
0x64a8	1053347312	0x3ec8cdf0	.
0x64ac	2326664085	0x8aae1395	.
0x64b0	 645850608	0x267ee5f0	.
0x64b4	2873011723	0xab3eae0b	.
0x64b8	2280265901	0x87ea18ad	.
0x64bc	1194850556	0x4737f8fc	.
0x64c0	 858199173	0x33271485	.
0x64c4	2889050345	0xac3368e9	.
0x64c8	 863553215	0x3378c6bf	.
0x64cc	3832171240	0xe46a4ae8	.
0x64d0	3781720744	0xe1687aa8	.
0x64d4	3935368700	0xea90f5fc	.
0x64d8	2636202445	0x9d2141cd	.
0x64dc	3688914773	0xdbe05f55	.
0x64e0	2353269162	0x8c4409aa	.
0x64e4	3083470373	0xb7ca0625	.
0x64e8	 927006586	0x3740ff7a	.
0x64ec	3087795051	0xb80c036b	.
0x64f0	2277131589	0x87ba4545	.
0x64f4	3411396375	0xcb55c717	.
0x64f8	3277466918	0xc35a2d26	.
0x64fc	  99297387	 0x5eb286b	.
0x6500	3173141367	0xbd224b77	.
0x6504	3239510693	0xc11702a5	.
0x6508	 536246121	0x1ff67769	.
0x650c	3383174193	0xc9a72431	.
0x6510	1677353172	0x63fa60d4	.
0x6514	1783939601	0x6a54c211	.
0x6518	2981787914	0xb1ba790a	.
0x651c	3619728433	0xd7c0ac31	.
0x6520	4110947920	0xf5081650	.
0x6524	 378108449	0x16897a21	.
0x6528	2142644709	0x7fb629e5	.
0x652c	1023959057	0x3d086011	.
0x6530	 720689136	0x2af4d7f0	.
0x6534	3304224958	0xc4f278be	.
0x6538	1915539692	0x722cd0ec	.
0x653c	4162424131	0xf8198d43	.
0x6540	 509622741	0x1e6039d5	.
0x6544	 731010050	0x2b925402	.
0x6548	  46826685	 0x2ca84bd	.
0x654c	 217763498	 0xcfaceaa	.
0x6550	3982195385	0xed5b7ab9	.
0x6554	2853965943	0xaa1c1077	.
0x6558	3376142862	0xc93bda0e	.
0x655c	 912267809	0x36601a21	.
0x6560	2164645939	0x8105e033	.
0x6564	1839274395	0x6da1199b	.
0x6568	 957473694	0x3911e39e	.
0x656c	4116405984	0xf55b5ee0	.
0x6570	  73902773	 0x467aab5	.
0x6574	3098905606	0xb8b58c06	.
0x6578	 173200160	 0xa52d320	.
0x657c	1977079677	0x75d7d77d	.
0x6580	3412710853	0xcb69d5c5	.
0x6584	2513325798	0x95ce4ee6	.
0x6588	2500917750	0x9510f9f6	.
0x658c	4190678970	0xf9c8afba	.
0x6590	4284857351	0xff65bc07	.
0x6594	2877499588	0xab8328c4	.
0x6598	3609618488	0xd7266838	.
0x659c	2693480212	0xa08b3f14	.
0x65a0	3987726937	0xedafe259	.
0x65a4	 541157625	0x204168f9	.
0x65a8	 716718698	0x2ab8426a	.
0x65ac	1261846761	0x4b3640e9	.
